time,speechWorkload,condition
321,0.0,high
322,0.0,high
323,4.0,high
324,4.0,high
325,0.0,high
326,0.0,high
327,0.0,high
328,0.0,high
329,0.0,high
330,0.0,high
331,0.0,high
332,0.0,high
333,0.0,high
334,0.0,high
335,0.0,high
336,0.0,high
337,0.0,high
338,0.0,high
339,0.0,high
340,0.0,high
341,0.0,high
342,0.0,high
343,0.0,high
344,0.0,high
345,0.0,high
346,0.0,high
347,0.0,high
348,0.0,high
349,0.0,high
350,0.0,high
351,0.0,high
352,0.0,high
353,0.0,high
354,0.0,high
355,0.0,high
356,0.0,high
357,4.0,high
358,4.0,high
359,4.0,high
360,4.0,high
361,4.0,high
362,4.0,high
363,4.0,high
364,0.0,high
365,0.0,high
366,0.0,high
367,0.0,high
368,0.0,high
369,0.0,high
370,4.0,high
371,4.0,high
372,4.0,high
373,4.0,high
374,4.0,high
375,4.0,high
376,0.0,high
377,0.0,high
378,0.0,high
379,0.0,high
380,0.0,high
381,0.0,high
382,0.0,high
383,0.0,high
384,0.0,high
385,0.0,high
386,0.0,high
387,0.0,high
388,0.0,high
389,0.0,high
390,0.0,high
391,0.0,high
392,0.0,high
393,0.0,high
394,0.0,high
395,0.0,high
396,0.0,high
397,0.0,high
398,0.0,high
399,0.0,high
400,0.0,high
401,0.0,high
402,0.0,high
403,0.0,high
404,0.0,high
405,0.0,high
406,0.0,high
407,0.0,high
408,4.0,high
409,4.0,high
410,4.0,high
411,4.0,high
412,4.0,high
413,4.0,high
414,4.0,high
415,0.0,high
416,0.0,high
417,0.0,high
418,0.0,high
419,0.0,high
420,0.0,high
421,0.0,high
422,0.0,high
423,0.0,high
424,0.0,high
425,0.0,high
426,0.0,high
427,0.0,high
428,0.0,high
429,0.0,high
430,0.0,high
431,0.0,high
432,0.0,high
433,0.0,high
434,0.0,high
435,0.0,high
436,0.0,high
437,0.0,high
438,0.0,high
439,0.0,high
440,0.0,high
441,0.0,high
442,0.0,high
443,0.0,high
444,0.0,high
445,0.0,high
446,0.0,high
447,0.0,high
448,0.0,high
449,0.0,high
450,0.0,high
451,0.0,high
452,0.0,high
453,0.0,high
454,0.0,high
455,0.0,high
456,0.0,high
457,0.0,high
458,0.0,high
459,0.0,high
460,0.0,high
461,0.0,high
462,0.0,high
463,0.0,high
464,0.0,high
465,0.0,high
466,0.0,high
467,0.0,high
468,0.0,high
469,0.0,high
470,4.0,high
471,4.0,high
472,0.0,high
473,4.0,high
474,4.0,high
475,4.0,high
476,4.0,high
477,4.0,high
478,4.0,high
479,4.0,high
480,0.0,high
481,0.0,high
482,0.0,high
483,0.0,high
484,0.0,high
485,0.0,high
486,2.0,high
487,0.0,high
488,0.0,high
489,0.0,high
490,0.0,high
491,0.0,high
492,0.0,high
493,0.0,high
494,0.0,high
495,0.0,high
496,0.0,high
497,0.0,high
498,0.0,high
499,2.0,high
500,2.0,high
501,2.0,high
502,2.0,high
503,2.0,high
504,2.0,high
505,2.0,high
506,2.0,high
507,2.0,high
508,2.0,high
509,2.0,high
510,2.0,high
511,2.0,high
512,2.0,high
513,2.0,high
514,0.0,high
515,0.0,high
516,0.0,high
517,0.0,high
518,0.0,high
519,0.0,high
520,0.0,high
521,0.0,high
522,0.0,high
523,0.0,high
524,0.0,high
525,4.0,high
526,4.0,high
527,4.0,high
528,4.0,high
529,4.0,high
530,4.0,high
531,4.0,high
532,4.0,high
533,4.0,high
534,4.0,high
535,4.0,high
536,0.0,high
537,0.0,high
538,0.0,high
539,0.0,high
540,4.0,high
541,0.0,high
542,0.0,high
543,4.0,high
544,4.0,high
545,0.0,high
546,0.0,high
547,0.0,high
548,0.0,high
549,0.0,high
550,0.0,high
551,0.0,high
552,0.0,high
553,0.0,high
554,0.0,high
555,0.0,high
556,0.0,high
557,0.0,high
558,0.0,high
559,0.0,high
560,0.0,high
561,0.0,high
562,0.0,high
563,0.0,high
564,0.0,high
565,4.0,high
566,4.0,high
567,0.0,high
568,0.0,high
569,0.0,high
570,0.0,high
571,0.0,high
572,0.0,high
573,0.0,high
574,0.0,high
575,0.0,high
576,0.0,high
577,0.0,high
578,0.0,high
579,0.0,high
580,0.0,high
581,0.0,high
582,0.0,high
583,0.0,high
584,0.0,high
585,0.0,high
586,0.0,high
587,0.0,high
588,0.0,high
589,0.0,high
590,0.0,high
591,0.0,high
592,0.0,high
593,0.0,high
594,0.0,high
595,0.0,high
596,0.0,high
597,0.0,high
598,0.0,high
599,0.0,high
600,0.0,high
601,0.0,high
602,4.0,high
603,4.0,high
604,4.0,high
605,4.0,high
606,4.0,high
607,4.0,high
608,4.0,high
609,4.0,high
610,0.0,high
611,0.0,high
612,0.0,high
613,0.0,high
614,0.0,high
615,0.0,high
616,4.0,high
617,4.0,high
618,4.0,high
619,4.0,high
620,4.0,high
621,0.0,high
622,0.0,high
623,0.0,high
624,0.0,high
625,0.0,high
626,0.0,high
627,0.0,high
628,0.0,high
629,0.0,high
630,0.0,high
631,0.0,high
632,0.0,high
633,0.0,high
634,0.0,high
635,0.0,high
636,0.0,high
637,0.0,high
638,0.0,high
639,0.0,high
640,0.0,high
641,0.0,high
642,0.0,high
643,0.0,high
644,0.0,high
645,0.0,high
646,0.0,high
647,0.0,high
648,0.0,high
649,0.0,high
650,0.0,high
651,0.0,high
652,4.0,high
653,4.0,high
654,4.0,high
655,4.0,high
656,4.0,high
657,4.0,high
658,4.0,high
659,0.0,high
660,0.0,high
661,0.0,high
662,0.0,high
663,0.0,high
664,0.0,high
665,0.0,high
666,0.0,high
667,0.0,high
668,0.0,high
669,0.0,high
670,0.0,high
671,0.0,high
672,0.0,high
673,0.0,high
674,0.0,high
675,0.0,high
676,0.0,high
677,0.0,high
678,0.0,high
679,0.0,high
680,0.0,high
681,0.0,high
682,0.0,high
683,0.0,high
684,0.0,high
685,0.0,high
686,0.0,high
687,0.0,high
688,0.0,high
689,0.0,high
690,0.0,high
691,0.0,high
692,0.0,high
693,0.0,high
694,0.0,high
695,0.0,high
696,0.0,high
697,0.0,high
698,0.0,high
699,0.0,high
700,0.0,high
701,0.0,high
702,0.0,high
703,0.0,high
704,0.0,high
705,0.0,high
706,0.0,high
707,0.0,high
708,0.0,high
709,0.0,high
710,0.0,high
711,0.0,high
712,4.0,high
713,4.0,high
714,0.0,high
715,4.0,high
716,4.0,high
717,4.0,high
718,4.0,high
719,4.0,high
720,4.0,high
721,4.0,high
722,0.0,high
723,0.0,high
724,0.0,high
725,0.0,high
726,0.0,high
727,2.0,high
728,0.0,high
729,0.0,high
730,0.0,high
731,0.0,high
732,0.0,high
733,0.0,high
734,0.0,high
735,0.0,high
736,0.0,high
737,0.0,high
738,0.0,high
739,2.0,high
740,2.0,high
741,2.0,high
742,2.0,high
743,2.0,high
744,2.0,high
745,2.0,high
746,2.0,high
747,2.0,high
748,2.0,high
749,2.0,high
750,2.0,high
751,2.0,high
752,2.0,high
753,2.0,high
754,0.0,high
755,0.0,high
756,0.0,high
757,0.0,high
758,0.0,high
759,0.0,high
760,0.0,high
761,0.0,high
762,0.0,high
763,0.0,high
764,0.0,high
765,0.0,high
766,0.0,high
767,4.0,high
768,4.0,high
769,4.0,high
770,4.0,high
771,4.0,high
772,4.0,high
773,4.0,high
774,4.0,high
775,4.0,high
776,0.0,high
777,0.0,high
778,0.0,high
779,0.0,high
780,4.0,high
781,4.0,high
782,0.0,high
783,4.0,high
784,4.0,high
785,0.0,high
786,0.0,high
787,0.0,high
788,0.0,high
789,0.0,high
790,0.0,high
791,0.0,high
792,0.0,high
793,0.0,high
794,0.0,high
795,0.0,high
796,0.0,high
797,0.0,high
798,0.0,high
799,0.0,high
800,0.0,high
801,0.0,high
802,0.0,high
803,4.0,high
804,4.0,high
805,0.0,high
806,0.0,high
807,0.0,high
808,0.0,high
809,0.0,high
810,0.0,high
811,0.0,high
812,0.0,high
813,0.0,high
814,0.0,high
815,0.0,high
816,0.0,high
817,0.0,high
818,0.0,high
819,0.0,high
820,0.0,high
821,0.0,high
822,0.0,high
823,0.0,high
824,0.0,high
825,0.0,high
826,0.0,high
827,0.0,high
828,0.0,high
829,0.0,high
830,0.0,high
831,0.0,high
832,0.0,high
833,0.0,high
834,0.0,high
835,0.0,high
836,0.0,high
837,0.0,high
838,0.0,high
839,0.0,high
840,0.0,high
841,0.0,high
842,0.0,high
843,0.0,high
844,0.0,high
845,0.0,high
846,4.0,high
847,4.0,high
848,4.0,high
849,4.0,high
850,4.0,high
851,4.0,high
852,4.0,high
853,0.0,high
854,0.0,high
855,0.0,high
856,0.0,high
857,0.0,high
858,0.0,high
859,0.0,high
860,4.0,high
861,4.0,high
862,4.0,high
863,4.0,high
864,4.0,high
865,0.0,high
866,0.0,high
867,0.0,high
868,0.0,high
869,0.0,high
870,0.0,high
871,0.0,high
872,0.0,high
873,0.0,high
874,0.0,high
875,0.0,high
876,0.0,high
877,0.0,high
878,0.0,high
879,0.0,high
880,0.0,high
881,0.0,high
882,0.0,high
883,0.0,high
884,0.0,high
885,0.0,high
886,0.0,high
887,0.0,high
888,0.0,high
889,0.0,high
890,0.0,high
891,0.0,high
892,0.0,high
893,0.0,high
894,0.0,high
895,0.0,high
896,4.0,high
897,4.0,high
898,4.0,high
899,4.0,high
900,4.0,high
901,4.0,high
902,4.0,high
903,0.0,high
904,0.0,high
905,0.0,high
906,0.0,high
907,0.0,high
908,0.0,high
909,0.0,high
910,0.0,high
911,0.0,high
912,0.0,high
913,0.0,high
914,0.0,high
915,0.0,high
916,0.0,high
917,0.0,high
918,0.0,high
919,0.0,high
920,0.0,high
921,0.0,high
922,0.0,high
923,0.0,high
924,0.0,high
925,0.0,high
926,0.0,high
927,0.0,high
928,0.0,high
929,0.0,high
930,0.0,high
931,0.0,high
932,0.0,high
933,0.0,high
934,0.0,high
935,0.0,high
936,0.0,high
937,0.0,high
938,0.0,high
939,0.0,high
940,0.0,high
941,0.0,high
942,0.0,high
943,0.0,high
944,0.0,high
945,0.0,high
946,0.0,high
947,0.0,high
948,0.0,high
949,0.0,high
950,0.0,high
951,0.0,high
952,0.0,high
953,0.0,high
954,0.0,high
955,4.0,high
956,0.0,high
957,0.0,high
958,4.0,high
959,4.0,high
960,4.0,high
961,4.0,high
962,4.0,high
963,4.0,high
964,0.0,high
965,0.0,high
966,0.0,high
967,0.0,high
968,0.0,high
969,2.0,high
970,0.0,high
971,0.0,high
972,0.0,high
973,0.0,high
974,0.0,high
975,0.0,high
976,0.0,high
977,0.0,high
978,0.0,high
979,0.0,high
980,0.0,high
981,2.0,high
982,2.0,high
983,2.0,high
984,2.0,high
985,2.0,high
986,2.0,high
987,2.0,high
988,2.0,high
989,2.0,high
990,2.0,high
991,2.0,high
992,2.0,high
993,2.0,high
994,2.0,high
995,2.0,high
996,2.0,high
997,0.0,high
998,0.0,high
999,0.0,high
1000,0.0,high
1001,0.0,high
